fotograma,tipo_objeto,confianza,identificador_tracking,x1,y1,x2,y2,matrícula_en_su_caso,confianza_matricula,mx1,my1,mx2,my2,texto_matricula
109.0,bus,0,1,1307,232,1445,378,,0.0,0,0,0,0,
109.0,car,0,4,1433,320,1519,381,,0.0,0,0,0,0,
110.0,bus,0,1,1304,232,1445,378,,0.0,0,0,0,0,
110.0,car,0,4,1431,320,1518,381,,0.0,0,0,0,0,
111.0,bus,0,1,1303,233,1443,377,,0.0,0,0,0,0,
111.0,car,0,4,1431,321,1518,381,,0.0,0,0,0,0,
112.0,bus,0,1,1301,233,1440,377,,0.0,0,0,0,0,
112.0,car,0,4,1430,321,1518,381,,0.0,0,0,0,0,
113.0,bus,0,1,1298,233,1437,377,,0.0,0,0,0,0,
113.0,car,0,4,1428,321,1517,381,,0.0,0,0,0,0,
114.0,bus,0,1,1297,234,1435,377,,0.0,0,0,0,0,
114.0,car,0,4,1428,321,1517,382,,0.0,0,0,0,0,
115.0,truck,0,1,1296,235,1433,377,,0.0,0,0,0,0,
115.0,car,0,4,1425,320,1517,382,,0.0,0,0,0,0,
116.0,truck,0,1,1295,236,1431,377,,0.0,0,0,0,0,
116.0,car,0,4,1424,321,1517,382,,0.0,0,0,0,0,
117.0,truck,0,1,1295,236,1430,376,,0.0,0,0,0,0,
117.0,car,0,4,1421,321,1517,382,,0.0,0,0,0,0,
118.0,bus,0,1,1293,236,1429,375,,0.0,0,0,0,0,
118.0,car,0,4,1420,320,1517,382,,0.0,0,0,0,0,
119.0,bus,0,1,1291,236,1429,374,,0.0,0,0,0,0,
119.0,car,0,4,1420,320,1516,382,,0.0,0,0,0,0,
120.0,bus,0,1,1291,237,1428,374,,0.0,0,0,0,0,
120.0,car,0,4,1418,321,1516,382,,0.0,0,0,0,0,
121.0,bus,0,1,1290,237,1427,374,,0.0,0,0,0,0,
121.0,car,0,4,1419,321,1517,382,,0.0,0,0,0,0,
122.0,bus,0,1,1290,238,1427,373,,0.0,0,0,0,0,
122.0,car,0,4,1417,321,1517,382,,0.0,0,0,0,0,
123.0,bus,0,1,1289,238,1427,373,,0.0,0,0,0,0,
123.0,car,0,4,1418,321,1517,382,,0.0,0,0,0,0,
